Sr No,startup,vertical,city,investors,round,amount,year,state
2437,Tagos Design,Technology,Bengaluru,Undisclosed investors,Private Equity,41.25,2017,Karnataka
2438,Tails Life,Consumer Internet,Bengaluru,V balakrishnan.,Private Equity,0,2017,Karnataka
2439,TalentEdge,Technology,Bengaluru,Lumis partners,Private Equity,62.7,2017,Karnataka
2440,Tata Housing,Real Estate,Mumbai,Hines,Private Equity,189.75,2017,Maharashtra
2441,TaxSutra,FinTech,Pune,"Tv mohandas pai, V balakrishnan, Pv srinivasan",Seed Funding,3.02,2017,Maharashtra
2442,Tea Box,E-Commerce,Bengaluru,Rb investments,Private Equity,57.75,2017,Karnataka
2443,Telr,Technology,Mumbai,Innovations east,Private Equity,24.75,2017,Maharashtra
2444,TempGo,Technology,Goa,Javelin startupo victory fund,Seed/Angel Funding,2.06,2017,Goa
2445,TempoGo,Technology,Panaji,K2 capital,Seed Funding,6.81,2017,Goa
2446,TestBook,EdTech,Mumbai,Matrix partners india,Private Equity,0,2017,Maharashtra
2447,The Good Life,E-Commerce,Mumbai,"Ayesha takia azmi, Abu farhan azmi",Seed Funding,8.25,2017,Maharashtra
2448,The Ken,Consumer Internet,Bengaluru,"Aprameya radhakrishna, Deepak natraj, Girish mathrubootham, Mahesh murthy, Pallav nadhani, Pavan ongole, Sandeep mathur, Vijay shekhar sharma & others",Seed Funding,3.3,2017,Karnataka
2449,The Label Life,E-Commerce,Mumbai,Kalpvriksh,Private Equity,25.58,2017,Maharashtra
2450,The Moms Co,E-Commerce,Gurugram,"Dsg consumer partners, Saama capital",Private Equity,8.25,2017,Haryana
2451,The Mons Co.,E-Commerce,New Delhi,"Shripad nadkarni, Nandu nandkishore",Seed Funding,0,2017,Delhi
2452,The Office Pass,Consumer Internet,Gurugram,"Arun tadanki, Aditya verma",Seed Funding,2.02,2017,Haryana
2453,The Print,Media,New Delhi,"Ratan tata, Nandan nilekani, Uday kotak, Vijay shekhar sharma, Kiran mazumdar-shaw, Rajiv c mody",Seed Funding,0,2017,Delhi
2454,ThinkerBell,Consumer Internet,Bengaluru,"Indian angel network, Anand mahindra",Seed Funding,1.65,2017,Karnataka
2455,ThirdWatch,Technology,Gurugram,"Rahul agarwalla, Keshav sanghi, Batlivala & karani securities",Seed Funding,0,2017,Haryana
2456,TicketNew,Consumer Internet,Chennai,Alibaba pictures,Private Equity,288.75,2017,Tamil Nadu
2457,Tilite Technologies Pvt. Ltd,Technology,Bengaluru,Matrix partners,Seed Funding,0,2017,Karnataka
2458,Timesaverz,Consumer Internet,Mumbai,Bccl,Private Equity,8.25,2017,Maharashtra
2459,Tinmen,Consumer Internet,Hyderabad,"Mape advisory group, R ramaraj, Corvus ventures",Seed Funding,0,2017,Telangana
2460,TinyStep,Consumer Internet,Bengaluru,Flipkart,Private Equity,16.5,2017,Karnataka
2461,Tonbo Imaging,Technology,Bengaluru,"Wrv capital, Qualcomm ventures, Edelweiss private equity, Artiman ventures",Private Equity,140.25,2017,Karnataka
2462,Toppr,EdTech,Mumbai,"Saif partners, Helion ventures, Fil capital management",Private Equity,57.75,2017,Maharashtra
2463,Toppr,EdTech,Mumbai,Wgg international,Private Equity,26.4,2017,Maharashtra
2464,TouchKin,Technology,Bengaluru,Kae capital,Private Equity,10.73,2017,Karnataka
2465,TownScript,Consumer Internet,Pune,Bookmyshow,Private Equity,0,2017,Maharashtra
2466,Transerve,Healthcare,Mumbai,"Il&fs investment managers, Omidyar network.",Private Equity,13.2,2017,Maharashtra
2467,Transversal Technologies,Technology,Bengaluru,Matrix partners,Private Equity,49.5,2017,Karnataka
2468,Travel Triangle,Consumer Internet,Noida,"Rb investments, Saif partners, Bessemer venture partners",Private Equity,82.5,2017,Uttar Pradesh
2469,TravelSpice,E-Commerce,Hyderabad,Eagle10 ventures,Seed Funding,0,2017,Telangana
2470,Treebo,Consumer Internet,Bengaluru,"Ward ferry management and karst peak capital,",Private Equity,280.5,2017,Karnataka
2471,Tripeur,IT,Bengaluru,"Grace grace techno ventures llp, Rajul garg & other undisclosed investors",Seed Funding,0,2017,Karnataka
2472,True Balance,Healthcare,Gurugram,"Softbank ventures korea, Imm investment",Private Equity,123.75,2017,Haryana
2473,Truebil,Automotive,Mumbai,Shunwei capital,Private Equity,24.75,2017,Maharashtra
2474,Trukky,Logistics,Ahmedabad,"Keyur joshi, Pavan bakeri",Seed Funding,4.13,2017,Gujarat
2475,Trupay,Technology,Gurugram,"Kae capital, M&s partners,",Seed Funding,5.78,2017,Haryana
2476,TruxApp,Logistics,New Delhi,"Venugopal dhoot, Ajay bhatia, Tarun khandelwal, Ganpat singhvi, Mandhian family & others",Seed Funding,25.58,2017,Delhi
2477,Twenty Two Motors,Technology,Haryana,"Ishwar singh, Farhaan shabbir",Seed Funding,0,2017,Haryana
2478,Tydy,Technology,Bengaluru,"Bhupen shah, Jayesh parekh, Sanjay sathe",Seed Funding,2.27,2017,Karnataka
2479,Tyre Express,Technology,Mumbai,Ivycamp ventures,Seed Funding,0,2017,Maharashtra
2480,Uactive,Consumer Internet,Mumbai,Hinduja family,Seed Funding,0,2017,Maharashtra
2481,UCLID,Technology,Hyderabad,Undisclosed investors,Seed Funding,1.94,2017,Telangana
2482,Unacademy,Consumer Internet,Mumbai,"Sequoia capital india, Saif partners, Nexus venture partners and blume ventures,",Private Equity,94.88,2017,Maharashtra
2483,Unacademy,Consumer Internet,Bengaluru,"Nexus venture partners, Blume ventures",Private Equity,37.13,2017,Karnataka
2484,UnboxRobotics Labs,Robotics,Bengaluru,Eight roads ventures,Private Equity,103.13,2017,Karnataka
2485,Uncanny Vision,Technology,Bengaluru,Anand chandrasekaran,Seed Funding,0,2017,Karnataka
2486,Uniphore,Technology,Chennai,Idg ventures,Private Equity,56.1,2017,Tamil Nadu
2487,Universal Sportsbiz,Sports,Bengaluru,Accel partners,PrivateEquity,123.75,2017,Karnataka
2488,Upwards,FinTech,Mumbai,"Sreeram iyer, Suvo sarkar, Anita gupta, Likemind ventures",Seed Funding,0,2017,Maharashtra
2489,Urban Ladder,E-Commerce,Bengaluru,"Kalaari capital, Saif partners, Steadview capital, Sequoia capital",Private Equity,125.4,2017,Karnataka
2490,UrbanClap,Services,Gurugram,"Vy capital, Saif partners, Accel partner, Bessemer venture partners",Private Equity,173.25,2017,Haryana
2491,UrbanClap,Services,Gurugram,Trifecta capital,Private Equity,25.58,2017,Haryana
2492,V Resorts,Consumer Internet,Noida,"Seedfund, Rb international",Private Equity,33,2017,Uttar Pradesh
2493,Vagupu,Technology,Bengaluru,Undisclosed investors,Seed Funding,8.25,2017,Karnataka
2494,Vahdam Teas,E-Commerce,New Delhi,"Singapore angel network, Mumbai angel",Private Equity,12.38,2017,Delhi
2495,Vahdam Teas,E-Commerce,New Delhi,"Mumbai angels network, Fireside ventures, Singapore angel network",Seed Funding,5.36,2017,Delhi
2496,Vanitycask,Consumer Internet,Mumbai,Rb investments,Seed Funding,0,2017,Maharashtra
2497,Vayana,Technology,Pune,"Idg ventures india advisors, Jungle ventures",Private Equity,33,2017,Maharashtra
2498,VDeliver,Logistics,Hyderabad,"Corvus ventures, Mape advisory group",Private Equity,0,2017,Telangana
2499,Vebbler,Consumer Internet,Bengaluru,Facebook fbstart,Seed Funding,0.33,2017,Karnataka
2500,Vernacular.ai,Technology,Bengaluru,Kstart capital,Seed Funding,0,2017,Karnataka
2501,Video Ken,Consumer Internet,Bengaluru,"Ravi garikipati, Surot chatterjee, Ashish agrawal, Lg chandrasekhar, Sashi reddi",Seed Funding,8.25,2017,Karnataka
2502,Vidooly,Entertainment,Noida,"Times internet, Gvfl",Private Equity,11.55,2017,Uttar Pradesh
2503,Vista Rooms,Consumer Internet,Mumbai,"Artha india ventures, Singularity holdings, Rajan anandan, Girish mathrubootham",Seed Funding,6.4,2017,Maharashtra
2504,Vogo,Consumer Internet,Bengaluru,Av thomas group,Seed Funding,0,2017,Karnataka
2505,Voonik,E-Commerce,Bengaluru,"Rb investments, Sequoia capital",Private Equity,49.5,2017,Karnataka
2506,Vow Car Clinic,Consumer Internet,Gurugram,Vishal malik,Seed Funding,0,2017,Haryana
2507,Voxweb,Technology,Mumbai,Undisclosed investors,Seed Funding,8.25,2017,Maharashtra
2508,Wandertrails,Consumer Internet,Bengaluru,Earlsfield capital,Seed Funding,8.25,2017,Karnataka
2509,Wassup,Internet,Chennai,Anil jain & other hnis,Private Equity,26.4,2017,Tamil Nadu
2510,WayCool,AgriTech,Chennai,Aspada investments,Private Equity,22.28,2017,Tamil Nadu
2511,wayForward,Consumer Internet,New Delhi,"Harsh mahajan, Farhan naqvi, Sreepathy viswanathan",Seed Funding,8.25,2017,Delhi
2512,WeAreHolidays,Consumer Internet,Gurugram,"Urrshila kerkar,",Private Equity,63.53,2017,Haryana
2513,Weddingz,Consumer Internet,Mumbai,Singularity ventures,Private Equity,8.25,2017,Maharashtra
2514,WeDoSky,Technology,New Delhi,Mumbai angels network,Private Equity,0,2017,Delhi
2515,Whatfix,Technology,Bengaluru,"Stellaris venture partners, Helion venture partners, Powerhouse ventures, Gokul rajaram, Girish mathrubootham, Aneesh reddy, Vispi daver",Private Equity,30.44,2017,Karnataka
2516,WhatsLoan,Consumer Internet,Bengaluru,Lahiri music's family office,Seed Funding,0,2017,Karnataka
2517,WheelStreet,Consumer Internet,Bengaluru,Y combinator,Seed Funding,0.99,2017,Karnataka
2518,Whodat,Technology,Bengaluru,Ideaspring capital,Private Equity,4.95,2017,Karnataka
2519,Wigzo,Technology,New Delhi,3one4 capital,Private Equity,0,2017,Delhi
2520,Wishberry,Finance,Mumbai,"Sharad sharma, Rajan anandan,  amit ranjan, Alok mittal & others",Seed Funding,0,2017,Maharashtra
2521,WittyFeed,Technology,Indore,"Anand chandrasekaran, Apurva chamaria, Ritesh malik, Ashish toshniwal, Ajeet khurana",Seed Funding,0,2017,Madhya Pradesh
2522,WonderChef,E-Commerce,Mumbai,Labruyere eberle,Private Equity,0,2017,Maharashtra
2523,Wooplr,E-Commerce,Bengaluru,"Sistema asia fund, Amereus group, Helion ventures",Private Equity,66,2017,Karnataka
2524,Wooplr,E-Commerce,Bengaluru,Ankit nagori,Private Equity,0,2017,Karnataka
2525,Wowflux,Technology,New Delhi,Undisclosed investors,Seed Funding,0,2017,Delhi
2526,Wydr,E-Commerce,Gurugram,"Bessemer venture partners, Stellaris venture partners, Jungle venture partners, Axis capital",Private Equity,0,2017,Haryana
2527,Xprep,Consumer Internet,New Delhi,"Rising stars, Manish amin, Pallav pandey, Chavi jafa",Private Equity,0,2017,Delhi
2528,Yaantra,IT,New Delhi,Carpediem capital,Private Equity,25.58,2017,Delhi
2529,Yatra,E-Commerce,Gurugram,Innoven capital india,Debt Funding,127.05,2017,Haryana
2530,YepMe,Personal Care,Gurugram,"Rainbow digital services pvt. ltd, Ilearnfinance academy pvt. ltd.",Private Equity,5.78,2017,Haryana
2531,YepMe,Personal Care,Gurugram,Gokaldas exports ltd,Private Equity,0,2017,Haryana
2532,Yolo,Healthcare,Gurugram,Chandigarh angels network (can),Seed Funding,0,2017,Haryana
2533,Yostra,Technology,Bengaluru,"Marico innovation foundation (mif), Villgro",Private Equity,0,2017,Karnataka
2534,Your Quote,Technology,Bengaluru,"Axilor ventures, E-city ventures atul goel",Private Equity,8.25,2017,Karnataka
2535,YourStory,Media,Bengaluru,"Kalaari capital partners, Qualcomm, 3one4 capital advisors, Uc-rnt",Private Equity,24.75,2017,Karnataka
2536,Zapr,Technology,Bengaluru,Star india pvt ltd,Private Equity,82.5,2017,Karnataka
2537,Zapty,Technology,Bengaluru,Ideaspring capital,Seed Funding,4.13,2017,Karnataka
2538,Zapyle,E-Commerce,Bengaluru,Undisclosed investors,Seed Funding,0,2017,Karnataka
2539,Zefo,E-Commerce,Bengaluru,"Sequoia india, Helion venture partners, Beenext",Private Equity,75.9,2017,Karnataka
2540,Zenatix,IoT,Gurugram,"Pi ventures, Blume ventures",Private Equity,9.9,2017,Haryana
2541,Zepo,Consumer Internet,Mumbai,"Kunal shah, Letsventure, Anupam mittal, Hetal sonpal",Seed Funding,4.13,2017,Maharashtra
2542,ZestMoney,FinTech,Bengaluru,"Payu, Ribbit capital, Omidyar network",Private Equity,53.63,2017,Karnataka
2543,ZingHR,Technology,Mumbai,Zeta,Private Equity,0,2017,Maharashtra
2544,ZipGo,Consumer Internet,Bengaluru,"Orios ventures partners, Team builder ventures, Omidyar networks",Private Equity,0,2017,Karnataka
2545,ZipGrid,Consumer Internet,Mumbai,"Jll, 1crowd",Seed Funding,4.13,2017,Maharashtra
2546,ZipLoan,Consumer Internet,New Delhi,"Matrix partners india, Waterbridge ventures, Whiteboard capital, Sarbvir singh",Private Equity,24.75,2017,Delhi
2547,ZipLoan,Consumer Internet,New Delhi,Waterbridge ventures,Seed Funding,5.36,2017,Delhi
2548,ZippServe,Consumer Internet,Bengaluru,Undisclosed investors,Seed Funding,3.22,2017,Karnataka
2549,Zoctr,Healthcare,Mumbai,Sidbi,Private Equity,0,2017,Maharashtra
2550,ZoloStays,Real Estate,Bengaluru,"Nexus venture partners, Innoven capital",Private Equity,41.25,2017,Karnataka
2551,&ME,Food,Bengaluru,Undisclosed,Seed,0,2018,Karnataka
2552,19th mile,IT,Gurugram,"Rishi vasudev, Excelsior investments, Ritesh vohra, Praveer kumar, Prashant gupta and others",Seed/ Angel Funding,1.49,2018,Haryana
2553,1Crowd,Crowdfunding,Mumbai,Undisclosed,Angel,0.35,2018,Maharashtra
2554,1mg,Healthcare,Gurugram,"Sequoia capital, Maverick capital ltd and hbm healthcare investments ltd",Private Equity,82.5,2018,Haryana
2555,5th Vital,Healthcare,Bengaluru,Brand capital and others,Seed/ Angel Funding,4.13,2018,Karnataka
2556,6Degree,Networking,Mumbai,Undisclosed,Seed,0.04,2018,Maharashtra
2557,9stacks,Software,New Delhi,Undisclosed,Series A,28,2018,Delhi
2558,A&R Bon Vivants,Food,Jaipur,"Rb investments, Singapore",Equity,8.25,2018,Rajasthan
2559,Aarav Unmanned Systems,Delivery,Bengaluru,Undisclosed,Seed,0,2018,Karnataka
2560,Aashiyaan,Finance,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,16.5,2018,West Bengal
2561,Aashiyaan,Finance,Kolkata,Undisclosed,Seed,13.5,2018,West Bengal
2562,Aavas Financiers,Finance,Jaipur,Undisclosed,Post-IPO Debt,200,2018,Rajasthan
2563,Aavishkaar-Intellecap Group,Finance,Mumbai,Teachers insurance and annuity association (tiaa),Equity Based Funding,255.75,2018,Maharashtra
2564,Acko,FinTech,Mumbai,"Amazon, Ashish dhawan, Catamaran ventures, Nr narayana murthy.",Seed/ Angel Funding,99,2018,Maharashtra
2565,Acko,FinTech,Mumbai,Undisclosed,Series A,1.2,2018,Maharashtra
2566,Ad2pro,Technology,Chennai,Avendus finance pvt. ltd,Debt Funding,80.03,2018,Tamil Nadu
2567,Adiuvo Diagnostics,Healthcare,Chennai,Undisclosed,Seed,0,2018,Tamil Nadu
2568,AEON Learning,Technology,Bengaluru,Dr. ranjan pai,Private Equity,26.4,2018,Karnataka
2569,AgNext Technologies,Agriculture,Mohali,Undisclosed,Series A,0,2018,Punjab
2570,Agricxlab,AgriTech,Thane,Ankur capital,Seed / Angel Funding,4.13,2018,Maharashtra
2571,Agricxlab,AgriTech,Thane,Undisclosed,Seed,0.05,2018,Maharashtra
2572,Aldopay,FinTech,Chennai,Undisclosed,Seed,0,2018,Tamil Nadu
2573,Alpha Capital,Finance,Mumbai,Alpha capital,Private Equity,122.1,2018,Maharashtra
2574,alphaics Corporation,Cloud Tech,Bengaluru,Undisclosed,Seed,0,2018,Karnataka
2575,Ambee,Healthcare,Bengaluru,Undisclosed,Angel,0,2018,Karnataka
2576,Anchanto,IT,Pune,Mdi ventures & telkom indonesia,Private Equity,33,2018,Maharashtra
2577,Annapurna Finance,Finance,Bhubaneswar,Oman india joint investment fund (oijif),Private Equity,189.75,2018,Odisha
2578,Antariksh Waste Ventures Pvt ltd,IoT,Chennai,Undisclosed,Seed,0.05,2018,Tamil Nadu
2579,Any time Doctor,Healthcare,Chennai,Undisclosed,Angel,0,2018,Tamil Nadu
2580,APAC Financial Services,Finance,Mumbai,Undisclosed,Private Equity,250,2018,Maharashtra
2581,Appario Retail Pvt Ltd.,E-Commerce,New Delhi,Amazon-patni jv,Private Equity,155.43,2018,Delhi
2582,AppWharf,AI,New Delhi,Undisclosed,Seed,0,2018,Delhi
2583,Arogya MedTech,Healthcare,Kolkata,Undisclosed,Seed,1.5,2018,West Bengal
2584,artbandhu,Media,Bengaluru,Undisclosed,Pre-Seed,0,2018,Karnataka
2585,Articbot,AI,Kannur,Undisclosed,Grant,0.12,2018,Kerala
2586,Arzooo,Electronics,Bengaluru,Undisclosed,Seed,1.5,2018,Karnataka
2587,Asia Institute Of Medical Science,Healthcare,Faridabad,Cdc group plc,Private Equity,173.25,2018,Haryana
2588,Asset Reconstruction Company (India) Ltd.,Finance,Mumbai,Undisclosed,Secondary Market,0,2018,Maharashtra
2589,Asteria Aerospace,Aerospace,Bengaluru,Undisclosed,Seed,0,2018,Karnataka
2590,AuthMetrik,B2B,Gurugram,Undisclosed,Grant,0,2018,Haryana
2591,AutoGrid,Technology,Bengaluru,"Clp holdings group, Innogy, Orstead, And tenaska",Private Equity,264,2018,Karnataka
2592,Avail Finance,FinTech,Bengaluru,Undisclosed,Series A,1.72,2018,Karnataka
2593,AvailFinance,FinTech,Bengaluru,"Matrix partners, Bhavish aggarwal, Ankit bhati, Binny bansal, Kunal shah and manish patel.",Private Equity,141.9,2018,Karnataka
2594,Avenue Growth,Consumer Internet,Gurugram,"Avtar monga, Chief operating office at idfc bank, Aditya malik & others",Seed/ Angel Funding,3.61,2018,Haryana
2595,Avenues Payments India Pvt. Ltd.,Finance,Mumbai,Undisclosed,Corporate Round,0.13,2018,Maharashtra
2596,Aviom India Housing Finance,Finance,New Delhi,Undisclosed,Series A,15,2018,Delhi
2597,Avishkaar Box,Education,New Delhi,Auxano deals,Private Equity,6.37,2018,Delhi
2598,Avishkaar Box,Education,New Delhi,Undisclosed,Seed,5,2018,Delhi
2599,Awaaz De,Communication,Ahmedabad,Tribe impact capital llp,Seed / Angle Funding,0,2018,Gujarat
2600,Awign Enterprises,B2B,Bengaluru,Undisclosed,Seed,5,2018,Karnataka
2601,Axio,Healthcare,Bengaluru,Rnt capital,Private Equity,61.05,2018,Karnataka
2602,Aye Finance,Finance,Gurugram,Ifmr capital,Term Loan,51.48,2018,Haryana
2603,Aye Finance,Finance,Gurugram,Undisclosed,Debt Financing,7.2,2018,Haryana
2604,AyeFinance,Finance,Gurugram,"Capitalg, Saif partners and lgt impact ventures",Private Equity,177.38,2018,Haryana
2605,AyeFinance,Finance,Gurugram,"Blueorchard finance ltd, Hinduja leyland finance and intellegrow",Debt Funding,37.95,2018,Haryana
2606,AyeFinance,Finance,Gurugram,"Hinduja leyland finance, Intellegrow",Private Equity,31.35,2018,Haryana
2607,Azure Power,Energy,New Delhi,Undisclosed,Post-IPO Equity,18.5,2018,Delhi
2608,BabyChakra,Consumer Internet,Mumbai,Undisclosed,Series B,0,2018,Maharashtra
2609,Backpacker Panda Holidays Private Limited,Travel,Pune,Undisclosed,Series A,0.14,2018,Maharashtra
2610,Be U Salons,Personal Care,New Delhi,Undisclosed,Seed,3,2018,Delhi
2611,Belstar Investment and Finance Private Limited,Finance,Chennai,Undisclosed,Venture - Series Unknown,2.8,2018,Tamil Nadu
2612,Benepik,Technology,Gurugram,Undisclosed,Seed,0,2018,Haryana
2613,Betterplace,Services,Bengaluru,Undisclosed,Series A,0.3,2018,Karnataka
2614,BhaskarGuru,Technology,Bhopal,Undisclosed,Seed,0,2018,Madhya Pradesh
2615,Big Basket,E-Commerce,Bengaluru,"Alibaba, Helion venture partners, Bessemer venture partners, Ascent capital",Private Equity,2475,2018,Karnataka
2616,BIGPHI TECHNOLOGIES PVT. LTD.,Personal Care,Bengaluru,Undisclosed,Angel,0,2018,Karnataka
2617,Billdesk,FinTech,Ahmedabad,Undisclosed,Venture - Series Unknown,0,2018,Gujarat
2618,Biryani By Kilo,Food,Noida,Undisclosed,Seed,0.1,2018,Uttar Pradesh
2619,Biryani By Kilo,Food ,Gurugram,Ajay relan and vinay mittal,Seed/ Angel Funding,8.25,2018,Haryana
2620,Bitla Software,Technology,Bengaluru,Makemytrip,Private Equity,0,2018,Karnataka
2621,BizCrum Infotech Pvt. Ltd.,B2B,New Delhi,Undisclosed,Seed,0,2018,Delhi
2622,Bizongo,B2B,Mumbai,"B capital, International finance corporation (ifc), Accel partners and idg ventures",Private Equity,181.5,2018,Maharashtra
2623,Black Soil,Finance,Mumbai,"Allcargo logistics, Navneet education and mahavir agency",Private Equity,140.25,2018,Maharashtra
2624,Blackbuck,Logistics,Bengaluru,Undisclosed,Series D,203,2018,Karnataka
